ID,active_from,active_to,birth_date,college,height (in),name,position,weight,NBA__3ptapg,NBA__3ptpct,NBA__3ptpg,NBA_efgpct,NBA_fg%,NBA_fg_per_game,NBA_fga_per_game,NBA_ft%,NBA_ft_per_g,NBA_fta_p_g,NBA_g_played,NBA_ppg,NCAA__3ptapg,NCAA__3ptpct,NCAA__3ptpg,NCAA_efgpct,NCAA_fgapg,NCAA_fgpct,NCAA_fgpg,NCAA_ft,NCAA_ftapg,NCAA_ftpg,NCAA_games,NCAA_ppg,NBA Games Played,fg%,ppg,effective pct,height/weight,3pt %,Success
3165,2017,2018,1-Dec-92,Oregon State University,75,Gary Payton,G,190,1,0.154,0.1,0.387,0.36,1,2.8,0.429,0.2,0.5,27,2.4,2.6,0.302,0.8,0.52,12,0.485,5.8,0.652,3.5,2.3,63,14.7,0.001917614,0.072,0.023920266,0.0516,0.078947368,0.0154,0.243785248
3172,1993,2005,25-Nov-69,University of Missouri,76,Anthony Peeler,G,208,3,0.384,1.1,0.492,0.427,3.7,8.8,0.799,1.1,1.3,827,9.7,2.5,0.393,1,0.51,12.2,0.466,5.7,0.779,5.7,4.5,117,16.8,0.058735795,0.0854,0.096677741,0.0656,0.073076923,0.0384,0.417890459
3180,2004,2005,23-Nov-80,University of Wisconsin,77,Kirk Penney,G,220,0.7,0.25,0.2,0.278,0.222,0.3,1.5,,0,0,6,0.8,4.4,0.387,1.7,0.53,9.1,0.434,4,0.75,2.4,1.8,127,11.4,0.000426136,0.0444,0.007973422,0.037066667,0.07,0.025,0.184866225
3184,1985,2001,14-Jun-61,University of North Carolina,81,Sam Perkins,F-C,235,1.8,0.362,0.7,0.494,0.459,4.3,9.3,0.811,2.7,3.3,1286,11.9,1.4,0.25,0.3,0.59,10.1,0.576,5.8,0.796,5.2,4.2,135,15.9,0.091335227,0.0918,0.118604651,0.065866667,0.06893617,0.0362,0.472742715
3187,2018,2018,3-Oct-94,University of Virginia,74,London Perrantes,G,200,0.2,0,0,0.167,0.167,0.1,0.5,0.333,0.1,0.2,13,0.2,3.7,0.409,1.5,0.51,7.1,0.405,2.9,0.812,2,1.6,138,8.9,0.000923295,0.0334,0.001993355,0.022266667,0.074,0,0.132583318
3190,1992,2002,28-Mar-69,University of Memphis,73,Elliot Perry,G,150,0.7,0.359,0.3,0.483,0.459,2.5,5.4,0.783,1.1,1.4,549,6.3,3.3,0.345,1.1,0.49,13.5,0.443,6,0.794,5.6,4.5,126,17.5,0.038991477,0.0918,0.062790698,0.0644,0.097333333,0.0359,0.391215508
3194,1995,2005,28-Mar-71,Auburn University,78,Wesley Person,G,195,3.8,0.418,1.6,0.541,0.457,4.3,9.3,0.778,1.1,1.4,733,11.2,5.5,0.441,2.4,0.58,14.2,0.504,7.1,0.747,3.2,2.4,108,19.1,0.052059659,0.0914,0.111627907,0.072133333,0.08,0.0418,0.449020899
3195,2018,2018,13-Apr-95,Valparaiso University,81,Alec Peters,F,232,2.4,0.222,0.5,0.389,0.296,0.8,2.8,0.667,0.2,0.3,19,2.4,5.2,0.416,2.2,0.58,12.1,0.487,5.9,0.846,4.2,3.6,134,17.5,0.001349432,0.0592,0.023920266,0.051866667,0.069827586,0.0222,0.22836395
3201,2001,2011,26-Aug-77,Michigan State University,79,Morris Peterson,F,218,3.8,0.373,1.4,0.495,0.418,3.9,9.2,0.773,1.6,2,711,10.7,2.8,0.377,1.1,0.55,8.5,0.484,4.1,0.746,3.1,2.3,137,11.6,0.050497159,0.0836,0.106644518,0.066,0.072477064,0.0373,0.416518742
3205,1994,1994,25-Jan-69,"Loyola Marymount University, University of California, Los Angeles",82,Richard Petruska,C-F,260,0.7,0.467,0.3,0.511,0.435,0.9,2.1,0.75,0.3,0.4,22,2.4,0.1,0.222,0,0.55,10.6,0.543,5.8,0.644,3.7,2.4,61,13.9,0.0015625,0.087,0.023920266,0.068133333,0.063076923,0.0467,0.290393022
3218,1995,2008,30-Sep-70,University of Nebraska,79,Eric Piatkowski,G-F,215,2.7,0.399,1.1,0.526,0.434,2.6,6,0.839,1.2,1.5,789,7.5,4.6,0.358,1.6,0.54,11.7,0.471,5.5,0.777,4,3.1,123,15.7,0.056036932,0.0868,0.074750831,0.070133333,0.073488372,0.0399,0.401109468
3220,1999,2017,13-Oct-77,University of Kansas,79,Paul Pierce,F-G,235,4.3,0.368,1.6,0.5,0.445,6.5,14.5,0.806,5.2,6.4,1343,19.7,2.8,0.355,1,0.52,12.4,0.481,6,0.697,4.9,3.4,108,16.4,0.095383523,0.089,0.196345515,0.066666667,0.067234043,0.0368,0.551429747
3226,2007,2007,20-Oct-83,"University of Nevada, Reno",82,Kevinn Pinkney,F,245,0.3,0.5,0.2,0.463,0.444,2,4.5,0.667,1,1.5,6,5.2,0.2,0.185,0,0.51,6.1,0.515,3.1,0.708,2.9,2,110,8.3,0.000426136,0.0888,0.051827243,0.061733333,0.066938776,0.05,0.319725488
3247,2011,2018,10-Mar-88,University of Washington,79,Quincy Pondexter,G-F,220,1.9,0.357,0.7,0.498,0.419,1.8,4.3,0.738,0.7,1,302,5,1.2,0.327,0.4,0.53,9.5,0.503,4.8,0.768,4.1,3.1,136,13.1,0.021448864,0.0838,0.049833887,0.0664,0.071818182,0.0357,0.329000932
3249,1998,2005,11-Sep-72,"University of Washington, University of Kentucky",82,Mark Pope,F,235,0.4,0.179,0.1,0.419,0.401,0.8,1.9,0.573,0.3,0.5,153,1.9,0.9,0.414,0.4,0.56,6.1,0.526,3.2,0.774,3.4,2.6,125,9.4,0.010866477,0.0802,0.018936877,0.055866667,0.069787234,0.0179,0.253557255
3252,2001,2001,9-May-78,Auburn University,79,Chris Porter,F,218,0.1,0,0,0.389,0.389,3.4,8.7,0.667,1.8,2.8,51,8.6,0.7,0.308,0.2,0.48,12.2,0.467,5.7,0.651,5.7,3.7,56,15.3,0.003622159,0.0778,0.085714286,0.051866667,0.072477064,0,0.291480176
3255,2014,2018,3-Jun-93,Georgetown University,80,Otto Porter,F,198,3.1,0.403,1.2,0.56,0.487,4.1,8.4,0.789,1.1,1.4,342,10.5,2.4,0.355,0.9,0.55,9.2,0.498,4.6,0.751,3.8,2.8,64,12.8,0.024289773,0.0974,0.104651163,0.074666667,0.080808081,0.0403,0.422115683
3258,2016,2018,10-Feb-95,University of Arkansas,83,Bobby Portis,F,230,1.9,0.347,0.6,0.502,0.462,3.8,8.1,0.742,1.1,1.4,197,9.2,0.9,0.365,0.3,0.54,11.2,0.526,5.9,0.737,3.9,2.9,70,15,0.013991477,0.0924,0.091694352,0.066933333,0.072173913,0.0347,0.371893076
3261,2000,2011,13-Jan-77,Xavier University,80,James Posey,F-G,215,3.4,0.349,1.2,0.495,0.41,2.9,7,0.82,1.6,2,864,8.6,2.3,0.329,0.8,0.57,9.3,0.527,4.9,0.808,5.9,4.7,95,15.3,0.061363636,0.082,0.085714286,0.066,0.074418605,0.0349,0.404396527
3262,2001,2003,26-Feb-78,St. John's University,77,Lavor Postell,G,215,0.7,0.25,0.2,0.366,0.335,1,2.9,0.795,1.1,1.4,61,3.2,2.2,0.326,0.7,0.47,8.9,0.43,3.8,0.789,3.4,2.7,129,11.1,0.004332386,0.067,0.031893688,0.0488,0.071627907,0.025,0.248653981
3267,2015,2018,20-Jul-91,Stanford University,83,Dwight Powell,F-C,240,0.7,0.293,0.2,0.558,0.535,2.5,4.6,0.737,1.5,2,253,6.6,0.8,0.289,0.2,0.48,8.2,0.464,3.8,0.722,4.1,3,136,10.8,0.01796875,0.107,0.065780731,0.0744,0.069166667,0.0293,0.363616148
3268,2006,2014,25-Jan-83,North Carolina State University,81,Josh Powell,F,225,0.1,0.35,0,0.441,0.438,1.6,3.6,0.743,0.7,0.9,316,3.9,0.6,0.289,0.2,0.58,6.6,0.553,3.7,0.729,3,2.2,65,9.7,0.022443182,0.0876,0.038870432,0.0588,0.072,0.035,0.314713614
3269,2008,2008,18-Mar-81,Texas Tech University,79,Kasib Powell,F,215,3,0.242,0.7,0.411,0.368,3.2,8.6,0.667,0.5,0.8,11,7.6,0.7,0.217,0.1,0.5,11.9,0.492,5.9,0.629,5.1,3.2,67,15.1,0.00078125,0.0736,0.075747508,0.0548,0.073488372,0.0242,0.30261713
3270,2016,2018,25-May-93,"University of California, Los Angeles",76,Norman Powell,G,215,2.3,0.328,0.8,0.495,0.43,2.5,5.7,0.801,1,1.3,193,6.7,2.5,0.314,0.8,0.52,7.7,0.461,3.6,0.746,2.5,1.8,141,9.8,0.013707386,0.086,0.066777409,0.066,0.070697674,0.0328,0.335982469
3271,2007,2007,15-Jan-83,University of Illinois at Urbana-Champaign,78,Roger Powell,F,235,0.3,0,0,0,0,0,1,1,0.7,0.7,3,0.7,0.9,0.398,0.4,0.61,6.2,0.572,3.6,0.662,2.6,1.7,128,9.2,0.000213068,0,0.006976744,0,0.066382979,0,0.073572791
3272,2017,2018,6-Sep-93,University of Kentucky,79,Alex Poythress,F,238,1,0.333,0.3,0.519,0.456,1.2,2.6,0.8,0.3,0.3,30,3,0.9,0.302,0.3,0.58,5.8,0.551,3.2,0.686,2.9,2,112,8.6,0.002130682,0.0912,0.029900332,0.0692,0.066386555,0.0333,0.292117569
3276,2014,2016,17-Feb-91,University of Missouri,71,Phil Pressey,G,175,1.3,0.254,0.3,0.388,0.341,1.2,3.4,0.63,0.5,0.8,148,3.2,3.3,0.347,1.2,0.46,8.2,0.395,3.2,0.757,2.7,2.1,99,9.7,0.010511364,0.0682,0.031893688,0.051733333,0.081142857,0.0254,0.268881242
3280,2010,2015,7-Oct-86,University of Connecticut,74,A.J. Price,G,181,2.6,0.316,0.8,0.456,0.38,2.1,5.5,0.742,0.8,1.1,261,5.8,4.4,0.365,1.6,0.49,10.5,0.413,4.3,0.722,3.7,2.7,99,13,0.018536932,0.076,0.057807309,0.0608,0.081767956,0.0316,0.326512197
3281,1993,2002,9-Dec-68,"University of South Carolina, University of Oklahoma",73,Brent Price,G,165,2.2,0.387,0.9,0.521,0.426,2,4.6,0.824,1.2,1.4,418,5.9,5.6,0.41,2.3,0.57,10.7,0.454,4.9,0.818,4.2,3.4,124,15.5,0.0296875,0.0852,0.058803987,0.069466667,0.088484848,0.0387,0.370343002
3283,1987,1998,15-Feb-64,Georgia Institute of Technology,73,Mark Price,G,170,3.4,0.402,1.4,0.53,0.472,5.5,11.6,0.904,3,3.3,722,15.2,5.9,0.44,2.6,0.58,13.8,0.487,6.7,0.85,4,3.4,126,17.4,0.051278409,0.0944,0.151495017,0.070666667,0.085882353,0.0402,0.493922445
3285,2006,2017,21-Jun-83,"Nicholls State University, Utah Valley State College",74,Ronnie Price,G,190,1.5,0.302,0.4,0.434,0.373,1.4,3.6,0.738,0.5,0.7,544,3.7,7,0.345,2.4,0.5,14.7,0.417,6.1,0.788,4,3.1,114,17.8,0.038636364,0.0746,0.036877076,0.057866667,0.077894737,0.0302,0.316074844
3289,2003,2016,28-Feb-80,University of Kentucky,81,Tayshaun Prince,F,212,1.5,0.367,0.6,0.483,0.455,4.5,9.9,0.756,1.5,2,1017,11.1,4.6,0.329,1.5,0.53,10.5,0.457,4.8,0.743,2.7,2,135,13.1,0.072230114,0.091,0.110631229,0.0644,0.076415094,0.0367,0.451376437
3291,1991,1996,17-Jul-67,University of Kansas,75,Kevin Pritchard,G,180,0.5,0.186,0.1,0.413,0.399,1.3,3.2,0.79,1,1.3,94,3.6,2.7,0.406,1.1,0.54,8.9,0.487,4.3,0.774,3,2.3,139,12.2,0.006676136,0.0798,0.035880399,0.055066667,0.083333333,0.0186,0.279356535
3292,2000,2006,5-Aug-77,University of Maryland,77,Laron Profit,G-F,204,0.7,0.236,0.2,0.444,0.419,1.3,3.1,0.712,0.5,0.8,135,3.3,2.6,0.322,0.8,0.52,9.8,0.474,4.7,0.684,3.4,2.4,125,12.5,0.009588068,0.0838,0.032890365,0.0592,0.075490196,0.0236,0.28456863
3293,2008,2009,19-Apr-86,University of Southern California,76,Gabe Pruitt,G,170,1,0.283,0.3,0.382,0.321,0.7,2.3,0.783,0.3,0.4,62,2,5.7,0.393,2.2,0.55,10.2,0.438,4.5,0.778,3.3,2.6,80,13.8,0.004403409,0.0642,0.019933555,0.050933333,0.089411765,0.0283,0.257182062
3298,2018,2018,10-Nov-89,Kansas State University,73,Jacob Pullen,G,200,0.3,0,0,0.5,0.5,0.3,0.7,,0,0,3,0.7,6.1,0.361,2.2,0.5,11.9,0.408,4.8,0.77,5.1,3.9,135,15.8,0.000213068,0.1,0.006976744,0.066666667,0.073,0,0.246856479
3299,2018,2018,14-Feb-94,University of Connecticut,76,Rodney Purvis,G,205,3.2,0.244,0.8,0.399,0.337,2.1,6.4,0.818,0.6,0.8,14,5.7,4.6,0.363,1.7,0.5,10,0.416,4.1,0.638,2.6,1.6,137,11.6,0.000994318,0.0674,0.056810631,0.0532,0.074146341,0.0244,0.276951291
3302,2017,2018,27-Oct-94,Louisiana State University,78,Tim Quarterman,G,195,0.8,0.357,0.3,0.532,0.452,0.8,1.7,0,0,0.2,18,1.8,3.2,0.31,1,0.46,6.9,0.397,2.7,0.66,2.9,1.9,99,8.4,0.001278409,0.0904,0.017940199,0.070933333,0.08,0.0357,0.296251942
3304,2007,2013,27-Sep-83,University of Notre Dame,74,Chris Quinn,G,185,1.8,0.377,0.7,0.483,0.399,1.6,4,0.809,0.7,0.9,241,4.5,4.7,0.417,1.9,0.56,8.9,0.446,4,0.825,2.3,1.9,123,11.8,0.017116477,0.0798,0.044850498,0.0644,0.08,0.0377,0.323866976
3305,1990,1992,30-May-66,Washington State University,80,Brian Quinnett,F,235,0.6,0.326,0.2,0.443,0.414,1.5,3.5,0.677,0.3,0.5,138,3.4,2.6,0.38,1,0.53,10.8,0.486,5.2,0.697,2.3,1.6,112,12.6,0.009801136,0.0828,0.033887043,0.059066667,0.068085106,0.0326,0.286239953
3328,2017,2017,5-Feb-93,Stanford University,74,Chasson Randle,G,185,1.8,0.34,0.6,0.49,0.408,1.5,3.8,0.953,1.6,1.7,26,5.3,5.5,0.386,2.1,0.52,12.3,0.428,5.3,0.806,4.8,3.8,144,16.5,0.001846591,0.0816,0.05282392,0.065333333,0.08,0.034,0.315603845
3329,2015,2018,29-Nov-94,University of Kentucky,81,Julius Randle,F-C,250,0.6,0.261,0.2,0.5,0.492,5.2,10.6,0.716,3,4.1,236,13.5,0.5,0.167,0.1,0.51,9.8,0.501,4.9,0.706,7.2,5.1,40,15,0.016761364,0.0984,0.134551495,0.066666667,0.0648,0.0261,0.407279525
3330,2009,2014,15-Jul-89,Louisiana State University,82,Anthony Randolph,F,205,0.3,0.241,0.1,0.46,0.453,2.7,5.9,0.74,1.6,2.2,252,7.1,0.6,0.105,0.1,0.47,12.7,0.464,5.9,0.693,5.4,3.7,31,15.6,0.017897727,0.0906,0.07076412,0.061333333,0.08,0.0241,0.34469518
3338,2018,2018,29-Apr-94,Florida State University,76,Xavier Rathan-Mayes,G,208,2.8,0.071,0.2,0.298,0.286,2.4,8.4,0.444,0.8,1.8,5,5.8,4.3,0.294,1.3,0.49,10.1,0.424,4.3,0.666,3.7,2.5,100,12.4,0.000355114,0.0572,0.057807309,0.039733333,0.073076923,0.0071,0.235272679
3343,2011,2011,2-Nov-86,Syracuse University,76,Andy Rautins,G,190,0.8,0.25,0.2,0.5,0.429,0.6,1.4,0.5,0.2,0.4,5,1.6,5.9,0.374,2.2,0.55,7.1,0.396,2.8,0.763,1.2,0.9,127,8.8,0.000355114,0.0858,0.015946844,0.066666667,0.08,0.025,0.273768624
3345,2007,2007,17-Jun-84,Villanova University,74,Allan Ray,G,190,2.5,0.414,1,0.479,0.386,2.1,5.5,0.764,0.9,1.2,47,6.2,6.5,0.367,2.4,0.51,12.4,0.407,5.1,0.82,3.7,3.1,130,15.6,0.003338068,0.0772,0.06179402,0.063866667,0.077894737,0.0414,0.325493492
3355,1995,2002,14-Dec-67,University of Washington,75,Eldridge Recasner,G,190,2,0.409,0.8,0.506,0.426,2.1,5,0.887,0.8,0.9,296,5.9,2.6,0.397,1,0.52,10.7,0.481,5.1,0.812,4,3.2,117,14.5,0.021022727,0.0852,0.058803987,0.067466667,0.078947368,0.0409,0.352340749
3356,2001,2012,24-Aug-79,Ohio State University,78,Michael Redd,G,220,4.4,0.38,1.7,0.503,0.447,6.7,15,0.838,4,4.8,629,19,4.1,0.319,1.3,0.49,16.3,0.448,7.3,0.649,5.7,3.7,96,19.6,0.044673295,0.0894,0.189368771,0.067066667,0.070909091,0.038,0.499417824
3358,2007,2018,24-Jun-84,Duke University,76,J.J. Redick,G,190,4.6,0.415,1.9,0.552,0.449,4.2,9.3,0.89,2.1,2.4,759,12.4,8.1,0.406,3.3,0.55,13.7,0.433,5.9,0.912,5.2,4.8,139,19.9,0.05390625,0.0898,0.12358804,0.0736,0.08,0.0415,0.46239429
3360,2018,2018,11-Jun-95,University of Miami,77,Davon Reed,G,208,1.9,0.289,0.6,0.363,0.288,1.1,3.7,0.667,0.4,0.6,20,3.1,3.9,0.395,1.5,0.52,7.8,0.43,3.3,0.779,2.6,2,131,10.3,0.001420455,0.0576,0.03089701,0.0484,0.074038462,0.0289,0.241255926
3366,1996,2001,8-Jun-73,Oklahoma State University,85,Bryant Reeves,C,275,0.1,0.074,0,0.475,0.475,5.1,10.7,0.703,2.4,3.4,395,12.5,0.1,0.125,0,0.58,11,0.585,6.4,0.648,7,4.5,136,17.4,0.028053977,0.095,0.124584718,0.063333333,0.061818182,0.0074,0.38019021
3367,1995,2000,15-Jul-72,University of Arizona,75,Khalid Reeves,G,199,2.3,0.363,0.8,0.482,0.416,2.7,6.5,0.744,1.6,2.2,277,7.8,3.8,0.38,1.5,0.55,10.5,0.479,5,0.763,4.6,3.5,128,15,0.019673295,0.0832,0.077740864,0.064266667,0.075376884,0.0363,0.35655771
3379,1996,1996,19-Feb-73,University of Texas at Austin,75,Terrence Rencher,G,185,0.8,0.31,0.3,0.375,0.33,0.9,2.8,0.674,0.9,1.3,36,2.9,3.9,0.298,1.2,0.48,15.3,0.434,6.7,0.696,5.9,4.1,124,18.6,0.002556818,0.066,0.028903654,0.05,0.081081081,0.031,0.259541554
3383,1996,1999,6-Feb-72,Michigan State University,73,Shawn Respert,G,195,1.7,0.34,0.6,0.478,0.414,1.8,4.4,0.816,0.7,0.9,172,4.9,6.1,0.454,2.8,0.58,15.1,0.484,7.3,0.857,4.6,3.9,119,21.3,0.012215909,0.0828,0.048837209,0.063733333,0.074871795,0.034,0.316458247
3389,1998,2000,24-Sep-73,"University of Kentucky, University of Southern California",78,Rodrick Rhodes,G-F,225,0.2,0.2,0,0.351,0.347,1.7,5,0.62,1.8,2.8,72,5.3,3,0.339,1,0.48,9.2,0.428,3.9,0.721,5.1,3.7,124,12.6,0.005113636,0.0694,0.05282392,0.0468,0.069333333,0.02,0.26347089
3390,1990,2004,28-May-67,University of Michigan,79,Glen Rice,F,215,3.9,0.4,1.6,0.508,0.456,6.8,14.9,0.846,3.2,3.8,1000,18.3,2.8,0.48,1.3,0.62,13.1,0.569,7.5,0.797,2.8,2.3,134,18.2,0.071022727,0.0912,0.182392027,0.067733333,0.073488372,0.04,0.525836459
3391,2014,2015,1-Jan-91,Georgia Institute of Technology,78,Glen Rice,G,206,1.5,0.25,0.4,0.327,0.269,0.9,3.3,0.692,0.6,0.8,16,2.7,3.3,0.346,1.1,0.49,8.4,0.435,3.6,0.611,2.4,1.5,87,9.9,0.001136364,0.0538,0.026910299,0.0436,0.075728155,0.025,0.226174818
3394,2002,2015,20-Jan-81,Michigan State University,78,Jason Richardson,G,220,5.1,0.37,1.9,0.502,0.438,6.5,14.8,0.707,2.2,3.2,857,17.1,2.1,0.383,0.8,0.55,7.4,0.503,3.7,0.649,2.1,1.4,70,9.6,0.060866477,0.0876,0.170431894,0.066933333,0.070909091,0.037,0.493740795
3396,2016,2018,15-Sep-93,University of Tennessee,78,Josh Richardson,G,200,3.7,0.377,1.4,0.511,0.434,3.9,8.9,0.788,1.2,1.5,184,10.3,2.3,0.318,0.7,0.51,7.4,0.456,3.4,0.758,2.3,1.8,136,9.2,0.013068182,0.0868,0.102657807,0.068133333,0.078,0.0377,0.386359322
3397,2017,2018,5-Jan-96,Syracuse University,78,Malachi Richardson,G,205,1.4,0.294,0.4,0.43,0.367,1.2,3.3,0.78,0.7,0.9,48,3.5,6.1,0.353,2.1,0.46,11.1,0.369,4.1,0.72,4.2,3.1,37,13.4,0.003409091,0.0734,0.034883721,0.057333333,0.076097561,0.0294,0.274523706
3399,2002,2002,24-Jul-79,Hofstra University,77,Norm Richardson,G,190,0.7,0.5,0.4,0.462,0.385,0.9,2.4,0.667,0.5,0.8,11,2.7,4.6,0.345,1.6,0.47,11.8,0.41,4.8,0.695,3.7,2.6,121,13.9,0.00078125,0.077,0.026910299,0.0616,0.081052632,0.05,0.297344181
3400,1990,1999,14-May-66,"University of California, Los Angeles",73,Pooh Richardson,G,180,1.7,0.329,0.6,0.47,0.444,4.8,10.7,0.652,1,1.5,639,11.1,1.2,0.464,0.6,0.54,9.6,0.513,4.9,0.624,2.7,1.7,122,12,0.045383523,0.0888,0.110631229,0.062666667,0.081111111,0.0329,0.42149253
3401,2001,2013,13-Apr-80,DePaul University,78,Quentin Richardson,G,223,4.2,0.355,1.5,0.476,0.397,3.7,9.4,0.718,1.3,1.8,783,10.3,5,0.369,1.8,0.51,14,0.454,6.3,0.728,4.7,3.4,64,17.9,0.055610795,0.0794,0.102657807,0.063466667,0.069955157,0.0355,0.406590426
3402,1989,2002,30-Jun-65,Kansas State University,77,Mitch Richmond,G,215,3.5,0.388,1.4,0.497,0.455,7.5,16.4,0.85,4.7,5.5,976,21,3.2,0.413,1.3,0.52,15.2,0.483,7.3,0.77,6.2,4.8,64,20.7,0.069318182,0.091,0.209302326,0.066266667,0.071627907,0.0388,0.546315081
3405,1994,2002,12-Mar-71,"University of Nevada, Las Vegas",77,Isaiah Rider,G,215,3.4,0.352,1.2,0.484,0.443,6.4,14.4,0.812,2.8,3.4,563,16.7,6.2,0.401,2.5,0.58,17.6,0.504,8.9,0.805,5.9,4.7,55,24.9,0.039985795,0.0886,0.166445183,0.064533333,0.071627907,0.0352,0.466392218
3407,2004,2015,13-Feb-81,University of Oregon,74,Luke Ridnour,G,175,2,0.349,0.7,0.474,0.431,3.5,8.2,0.862,1.6,1.8,830,9.3,5.4,0.389,2.1,0.53,10.5,0.429,4.5,0.859,4.1,3.5,96,14.6,0.058948864,0.0862,0.09269103,0.0632,0.084571429,0.0349,0.420511322
3422,2013,2018,1-Aug-92,Duke University,76,Austin Rivers,G,200,2.8,0.356,1,0.481,0.42,3.5,8.4,0.65,1.4,2.1,407,9.4,4.7,0.365,1.7,0.5,11.8,0.433,5.1,0.658,5.4,3.6,34,15.5,0.02890625,0.084,0.093687708,0.064133333,0.076,0.0356,0.382327291
3423,1989,1992,20-Jan-65,University of Notre Dame,73,David Rivers,G,170,0.1,0.083,0,0.4,0.398,1.2,3.1,0.794,0.9,1.1,114,3.4,2.8,0.406,1.1,0.49,13.5,0.442,6,0.813,6.1,4.9,118,17.4,0.008096591,0.0796,0.033887043,0.053333333,0.085882353,0.0083,0.26909932
3427,2014,2018,4-Dec-91,University of Colorado,79,Andre Roberson,G-F,210,1.4,0.257,0.4,0.528,0.482,1.9,4,0.467,0.4,0.9,295,4.6,1.4,0.35,0.5,0.54,7.1,0.516,3.6,0.582,3.2,1.9,105,9.6,0.020951705,0.0964,0.045847176,0.0704,0.075238095,0.0257,0.334536976
3428,2006,2009,14-Feb-83,University of Florida,74,Anthony Roberson,G,180,2.2,0.356,0.8,0.502,0.4,1.6,3.9,0.9,0.1,0.2,65,4.1,7.2,0.402,2.9,0.56,12.5,0.444,5.5,0.864,2.6,2.3,93,16.2,0.004616477,0.08,0.040863787,0.066933333,0.082222222,0.0356,0.31023582
3430,2001,2001,30-Dec-76,"California State University, Fresno",79,Terrance Roberson,F,215,0.3,0,0,0,0,0,0.7,,0,0,3,0,5.7,0.37,2.1,0.54,10.7,0.437,4.7,0.706,2.5,1.7,128,13.2,0.000213068,0,0,0,0.073488372,0,0.07370144
3433,2013,2017,3-Dec-85,University of Dayton,73,Brian Roberts,G,173,1.9,0.356,0.7,0.471,0.411,2.4,5.8,0.908,1.1,1.2,314,6.6,5.3,0.441,2.3,0.55,11.5,0.452,5.2,0.849,3.4,2.9,125,15.7,0.022301136,0.0822,0.065780731,0.0628,0.084393064,0.0356,0.353074931
3441,2000,2000,2-Oct-76,University of Kansas,77,Ryan Robertson,G,190,2,0,0,0.333,0.333,2,6,1,1,1,1,5,2.5,0.407,1,0.54,5.2,0.445,2.3,0.802,2.2,1.8,142,7.4,7.10E-05,0.0666,0.049833887,0.0444,0.081052632,0,0.241957541
3444,2005,2007,26-Dec-80,University of Michigan,78,Bernard Robinson,G-F,210,0.2,0.161,0,0.422,0.417,1.7,4,0.786,1.1,1.5,128,4.5,1.9,0.297,0.6,0.47,10.4,0.44,4.6,0.814,3.4,2.8,120,12.5,0.009090909,0.0834,0.044850498,0.056266667,0.074285714,0.0161,0.283993788
3445,1997,1998,2-Apr-74,Western Kentucky University,77,Chris Robinson,G,200,2,0.374,0.8,0.458,0.376,1.8,4.7,0.571,0.3,0.6,76,4.6,3,0.323,1,0.52,11.4,0.468,5.4,0.689,3.1,2.1,120,13.8,0.005397727,0.0752,0.045847176,0.061066667,0.077,0.0374,0.30191157
3447,1990,2007,16-Dec-66,University of Connecticut,82,Clifford Robinson,F-C,225,2.5,0.356,0.9,0.475,0.438,5.4,12.2,0.689,2.6,3.7,1380,14.2,0.4,0.333,0.1,0.45,12.7,0.452,5.7,0.641,5.8,3.7,109,15.3,0.098011364,0.0876,0.141528239,0.063333333,0.072888889,0.0356,0.498961825
3451,1995,2005,10-Jan-73,Purdue University,79,Glenn Robinson,F,225,2.6,0.34,0.9,0.485,0.459,8.1,17.6,0.82,3.6,4.4,688,20.7,4.6,0.385,1.8,0.52,20.7,0.479,9.9,0.773,7.7,5.9,62,27.5,0.048863636,0.0918,0.206312292,0.064666667,0.070222222,0.034,0.515864818
3452,2015,2018,8-Jan-94,University of Michigan,78,Glenn Robinson,G-F,222,1.2,0.374,0.5,0.507,0.444,1.6,3.7,0.707,0.6,0.9,171,4.4,2.4,0.313,0.7,0.56,8.8,0.525,4.6,0.718,2.9,2.1,76,12,0.012144886,0.0888,0.043853821,0.0676,0.07027027,0.0374,0.320068977
3454,2001,2001,27-Dec-73,University of Virginia,79,Jamal Robinson,F,212,0.3,0,0,0.136,0.136,0.5,3.7,,0,0,6,1,1.3,0.27,0.4,0.45,6,0.41,2.5,0.629,1.7,1.1,122,6.3,0.000426136,0.0272,0.009966777,0.018133333,0.074528302,0,0.130254549
3455,1994,2001,31-Aug-70,University of Alabama,74,James Robinson,G,180,3,0.348,1,0.47,0.394,2.8,7,0.666,1,1.5,381,7.6,6.3,0.371,2.3,0.52,14.8,0.447,6.6,0.697,4.8,3.4,96,18.9,0.027059659,0.0788,0.075747508,0.062666667,0.082222222,0.0348,0.361296056
3456,1991,2002,11-Jan-68,Centenary College of Louisiana,75,Larry Robinson,F-G,180,1.5,0.373,0.6,0.447,0.384,1.7,4.5,0.667,0.5,0.7,89,4.5,1.5,0.307,0.5,0.53,16.4,0.517,8.5,0.699,4.9,3.4,60,20.8,0.006321023,0.0768,0.044850498,0.0596,0.083333333,0.0373,0.308204854
3457,2006,2016,31-May-84,University of Washington,69,Nate Robinson,G,180,3.6,0.36,1.3,0.493,0.423,4,9.4,0.796,1.7,2.2,618,11,4.1,0.348,1.4,0.52,11,0.457,5,0.793,3.7,3,89,14.4,0.043892045,0.0846,0.109634551,0.065733333,0.076666667,0.036,0.416526597
