ID,active_from,active_to,birth_date,college,height (in),name,position,weight,NBA__3ptapg,NBA__3ptpct,NBA__3ptpg,NBA_efgpct,NBA_fg%,NBA_fg_per_game,NBA_fga_per_game,NBA_ft%,NBA_ft_per_g,NBA_fta_p_g,NBA_g_played,NBA_ppg,NCAA__3ptapg,NCAA__3ptpct,NCAA__3ptpg,NCAA_efgpct,NCAA_fgapg,NCAA_fgpct,NCAA_fgpg,NCAA_ft,NCAA_ftapg,NCAA_ftpg,NCAA_games,NCAA_ppg,NBA Games Played,fg%,ppg,effective pct,height/weight,3pt %,Success
1206,1988,1994,23-Sep-64,University of Alabama,76,Jim Farmer,G,190,0.6,0.282,0.2,0.445,0.428,2,4.7,0.73,1.1,1.4,136,5.3,2.8,0.387,1.1,0.54,8.6,0.473,4.1,0.785,2.9,2.3,111,10.8,0.009659091,0.0856,0.05282392,0.059333333,0.08,0.0282,0.315616345
1208,1998,2000,3-Jan-70,"San Jose State University, University of Nebraska",81,Tony Farmer,F,244,0.5,0.189,0.1,0.408,0.395,1.4,3.6,0.77,2.3,3,101,5.3,0.5,0.219,0.1,0.48,6.8,0.466,3.2,0.677,4.1,2.8,64,9.2,0.007173295,0.079,0.05282392,0.0544,0.066393443,0.0189,0.278690658
1212,2008,2008,17-Jun-85,"University of Nevada, Reno",83,Nick Fazekas,F,235,0.1,0,0,0.561,0.561,1.8,3.2,0.682,0.6,0.8,26,4.1,2.6,0.341,0.9,0.57,12.9,0.532,6.9,0.815,5.1,4.2,131,18.8,0.001846591,0.1122,0.040863787,0.0748,0.070638298,0,0.300348676
1216,1997,2001,3-Jul-74,Michigan State University,81,Jamie Feick,C,255,0.1,0.4,0.1,0.432,0.424,1.7,4.1,0.629,1,1.6,201,4.5,0.6,0.294,0.2,0.52,5,0.502,2.5,0.577,2.4,1.4,106,6.6,0.014275568,0.0848,0.044850498,0.0576,0.063529412,0.04,0.305055478
1220,2017,2018,29-Mar-95,Oakland University,69,Kay Felder,G,176,0.7,0.268,0.2,0.387,0.363,1.4,4,0.754,0.8,1.1,57,3.9,4.1,0.345,1.4,0.48,12.9,0.426,5.5,0.822,6.2,5.1,101,17.5,0.004048295,0.0726,0.038870432,0.0516,0.078409091,0.0268,0.272327818
1222,2014,2014,17-Aug-90,Arizona State University,78,Carrick Felix,G,201,0.7,0.4,0.3,0.571,0.5,1,2,0.75,0.4,0.6,7,2.7,3.2,0.326,1.1,0.52,8,0.456,3.6,0.704,2.6,1.9,94,10.2,0.000497159,0.1,0.026910299,0.076133333,0.07761194,0.04,0.321152732
1223,2006,2006,4-Oct-81,"California State University, Fresno",81,Noel Felix,F,225,0.3,0.333,0.1,0.26,0.24,0.5,2.1,0.625,0.4,0.7,12,1.5,0.3,0.212,0.1,0.52,4.5,0.501,2.3,0.583,1.4,0.8,128,5.4,0.000852273,0.048,0.014950166,0.034666667,0.072,0.0333,0.203769106
1225,2006,2018,26-Jun-84,University of North Carolina,73,Raymond Felton,G,205,2.9,0.328,1,0.458,0.412,4.3,10.5,0.789,1.8,2.3,936,11.4,4.6,0.375,1.7,0.51,9.7,0.423,4.1,0.731,3.5,2.6,101,12.5,0.066477273,0.0824,0.113621262,0.061066667,0.071219512,0.0328,0.427584714
1234,1989,1999,28-Feb-65,Georgia Institute of Technology,79,Duane Ferrell,F-G,209,0.3,0.288,0.1,0.487,0.48,2.4,5.1,0.75,1.4,1.9,583,6.4,0.5,0.345,0.2,0.55,10.6,0.537,5.7,0.733,4,2.9,127,14.3,0.04140625,0.096,0.063787375,0.064933333,0.075598086,0.0288,0.370525045
1235,2017,2018,9-May-93,Indiana University,73,Yogi Ferrell,G,180,4.2,0.377,1.6,0.509,0.419,3.7,8.8,0.813,1.2,1.5,127,10.2,5,0.399,2,0.52,10.8,0.432,4.6,0.83,3.9,3.2,137,14.5,0.009019886,0.0838,0.10166113,0.067866667,0.081111111,0.0377,0.381158794
1238,1991,2003,17-Oct-66,Duke University,82,Danny Ferry,F,230,1.9,0.393,0.7,0.506,0.446,2.7,6.1,0.84,0.8,1,917,7,2.7,0.388,1,0.53,11.7,0.484,5.7,0.775,3.9,3,143,15.1,0.065127841,0.0892,0.069767442,0.067466667,0.071304348,0.0393,0.402166297
1242,2011,2015,27-Jun-88,Stanford University,79,Landry Fields,F,210,1.4,0.332,0.5,0.515,0.473,2.7,5.7,0.666,1,1.4,255,6.8,2.3,0.342,0.8,0.51,8.4,0.463,3.9,0.676,3.3,2.3,129,10.8,0.018110795,0.0946,0.067774086,0.068666667,0.075238095,0.0332,0.357589644
1247,1996,2010,6-Mar-73,University of Wisconsin,79,Michael Finley,G-F,215,3.5,0.375,1.3,0.492,0.444,6.1,13.7,0.811,2.2,2.7,1103,15.7,5.5,0.338,1.9,0.5,14.6,0.44,6.4,0.769,5.2,4,115,18.7,0.078338068,0.0888,0.156478405,0.0656,0.073488372,0.0375,0.500204846
1249,2017,2018,4-May-93,University of Florida,80,Dorian Finney-Smith,F,220,2.5,0.299,0.7,0.461,0.375,1.6,4.3,0.757,0.6,0.7,101,4.5,3.8,0.362,1.4,0.49,8.7,0.411,3.6,0.657,3.2,2.1,134,10.7,0.007173295,0.075,0.044850498,0.061466667,0.072727273,0.0299,0.291117733
1251,1997,2014,9-Aug-74,University of Arkansas at Little Rock,73,Derek Fisher,G,200,2.6,0.374,1,0.466,0.399,2.9,7.2,0.817,1.6,1.9,1287,8.3,2.9,0.38,1.1,0.48,9.3,0.414,3.9,0.747,4.8,3.6,112,12.4,0.09140625,0.0798,0.082724252,0.062133333,0.073,0.0374,0.426463836
1253,2006,2006,12-Aug-82,University of Kentucky,75,Gerald Fitch,G,188,1.4,0.269,0.4,0.376,0.337,1.7,4.9,0.739,0.9,1.3,18,4.7,4,0.396,1.6,0.55,8,0.452,3.6,0.736,2.9,2.1,127,11,0.001278409,0.0674,0.046843854,0.050133333,0.079787234,0.0269,0.27234283
1256,2001,2006,10-Aug-78,Iowa State University,81,Marcus Fizer,F,262,0.4,0.191,0.1,0.439,0.435,3.8,8.8,0.691,1.9,2.8,289,9.6,0.7,0.292,0.2,0.52,13.9,0.511,7.1,0.702,6.3,4.4,97,18.9,0.020525568,0.087,0.095681063,0.058533333,0.061832061,0.0191,0.342672026
1261,2005,2005,11-Apr-81,"Rutgers University, Manhattan College",74,Luis Flores,G,200,0.6,0.5,0.3,0.569,0.483,0.9,1.8,1,0.1,0.1,16,2.2,3.7,0.379,1.4,0.5,12.7,0.451,5.7,0.87,6.1,5.3,119,18.2,0.001136364,0.0966,0.02192691,0.075866667,0.074,0.05,0.319529941
1264,2010,2012,6-Feb-89,Syracuse University,73,Jonny Flynn,G,185,2.1,0.338,0.7,0.442,0.4,3.4,8.5,0.809,1.7,2.2,163,9.2,4.2,0.333,1.4,0.52,12.2,0.46,5.6,0.782,5.1,4,73,16.6,0.011576705,0.08,0.091694352,0.058933333,0.078918919,0.0338,0.354923309
1268,2002,2002,16-Apr-75,Washington State University,76,Isaac Fontaine,G,210,0.8,0.2,0.2,0.25,0.214,0.5,2.3,0.667,0.7,1,6,1.8,3.8,0.457,1.7,0.56,11.8,0.487,5.8,0.775,4.4,3.4,120,16.7,0.000426136,0.0428,0.017940199,0.033333333,0.072380952,0.02,0.186880621
1271,2017,2018,23-Jul-93,Michigan State University,75,Bryn Forbes,G,190,2.4,0.376,0.9,0.497,0.409,2.1,5.1,0.662,0.4,0.6,114,5.5,5.4,0.435,2.3,0.58,9.1,0.449,4.1,0.821,2.5,2.1,138,12.6,0.008096591,0.0818,0.054817276,0.066266667,0.078947368,0.0376,0.327527902
1272,2011,2012,25-Feb-85,"University of Virginia, University of Massachusetts Amherst",79,Gary Forbes,F,220,1.3,0.34,0.4,0.478,0.434,2.1,4.9,0.702,1.1,1.6,111,5.8,3.2,0.299,1,0.47,10.7,0.426,4.5,0.653,4.1,2.7,129,12.7,0.007883523,0.0868,0.057807309,0.063733333,0.071818182,0.034,0.322042347
1273,1994,1995,31-Oct-71,Mississippi Valley State University,73,Alphonso Ford,G,190,0.9,0.1,0.1,0.317,0.308,1.5,4.7,0.5,0.2,0.4,11,3.2,9,0.338,3.1,0.52,22.7,0.454,10.3,0.763,7.1,5.4,109,29,0.00078125,0.0616,0.031893688,0.042266667,0.076842105,0.01,0.22338371
1281,1996,1996,26-Aug-72,University of Illinois at Chicago,79,Sherell Ford,F,210,0.9,0.16,0.1,0.4,0.375,1.1,2.9,0.765,0.9,1.2,28,3.2,3.3,0.347,1.2,0.52,18.6,0.482,9,0.704,5.3,3.8,88,22.9,0.001988636,0.075,0.031893688,0.053333333,0.075238095,0.016,0.253453753
1282,2004,2012,24-Mar-83,University of Texas at Austin,73,T.J. Ford,G,165,1,0.289,0.3,0.448,0.433,4.3,9.8,0.815,2.4,2.9,429,11.2,1.5,0.228,0.3,0.42,10.5,0.406,4.3,0.801,5,4,66,12.9,0.03046875,0.0866,0.111627907,0.059733333,0.088484848,0.0289,0.405814839
1285,2002,2003,23-Mar-81,University of North Carolina,76,Joseph Forte,G,194,0.2,0,0,0.234,0.234,0.4,1.9,0.8,0.3,0.4,25,1.2,4.4,0.368,1.6,0.5,15.3,0.454,6.9,0.81,4,3.2,69,18.7,0.001775568,0.0468,0.011960133,0.0312,0.078350515,0,0.170086217
1286,2012,2012,23-May-88,University of Arkansas,71,Courtney Fortson,G,185,1.3,0.231,0.3,0.391,0.344,1.1,3.2,0.667,1,1.5,10,3.5,3.8,0.311,1.2,0.44,13.4,0.397,5.3,0.677,6.1,4.1,47,16,0.000710227,0.0688,0.034883721,0.052133333,0.076756757,0.0231,0.256384038
1298,2002,2005,11-Apr-76,"University of California, California State University, Fresno",80,Tremaine Fowlkes,F,220,0.2,0.2,0,0.416,0.409,1,2.5,0.791,0.8,1.1,103,2.9,1.8,0.263,0.5,0.49,10.1,0.461,4.7,0.647,5.5,3.6,72,13.4,0.007315341,0.0818,0.028903654,0.055466667,0.072727273,0.02,0.266212935
1299,2018,2018,20-Dec-97,University of Kentucky,75,De'Aaron Fox,G,170,2,0.299,0.6,0.438,0.41,4.5,10.8,0.729,1.9,2.6,71,11.4,1.9,0.246,0.5,0.5,12.4,0.479,5.9,0.736,5.9,4.3,36,16.7,0.005042614,0.082,0.113621262,0.0584,0.088235294,0.0299,0.37719917
1302,1992,2004,24-Jul-69,University of North Carolina,79,Rick Fox,F-G,230,2.4,0.349,0.8,0.501,0.45,3.6,8.1,0.77,1.5,2,930,9.6,2.8,0.388,1.1,0.58,8.7,0.518,4.5,0.757,2.7,2,140,12.2,0.066051136,0.09,0.095681063,0.0668,0.068695652,0.0349,0.422127852
1303,2007,2017,24-Sep-83,Villanova University,76,Randy Foye,G,213,4,0.366,1.5,0.482,0.401,3.6,9,0.852,1.6,1.9,752,10.3,4.9,0.329,1.6,0.46,13.1,0.399,5.2,0.781,3.8,3,131,15,0.053409091,0.0802,0.102657807,0.064266667,0.071361502,0.0366,0.408495067
1305,2004,2008,14-Aug-77,Gonzaga University,77,Richie Frahm,G,210,1.9,0.356,0.7,0.521,0.411,1.3,3.1,0.81,0.4,0.5,140,3.6,5.1,0.423,2.2,0.57,9.2,0.449,4.1,0.799,2.6,2.1,130,12.5,0.009943182,0.0822,0.035880399,0.069466667,0.073333333,0.0356,0.30642358
1306,2000,2008,21-Feb-77,University of Maryland,75,Steve Francis,G,195,2.9,0.341,1,0.463,0.429,6.2,14.4,0.797,4.8,6.1,576,18.1,3.4,0.388,1.3,0.58,11.5,0.523,6,0.79,4.6,3.6,34,17,0.040909091,0.0858,0.180398671,0.061733333,0.076923077,0.0341,0.479864172
1309,2014,2015,21-Jul-91,San Diego State University,77,Jamaal Franklin,G,191,0.5,0.462,0.3,0.488,0.415,0.7,1.7,1,0.1,0.1,24,1.8,3.8,0.302,1.2,0.49,10,0.426,4.3,0.78,5.1,4,85,13.7,0.001704545,0.083,0.017940199,0.065066667,0.080628272,0.0462,0.294539684
1312,2015,2018,1-Nov-90,Pennsylvania State University,73,Tim Frazier,G,170,1.4,0.313,0.4,0.448,0.403,1.9,4.7,0.724,1,1.4,184,5.2,1.8,0.31,0.5,0.45,9,0.418,3.8,0.774,4.3,3.4,135,11.4,0.013068182,0.0806,0.051827243,0.059733333,0.085882353,0.0313,0.322411111
1316,2012,2016,25-Feb-89,Brigham Young University,74,Jimmer Fredette,G,195,2.2,0.381,0.8,0.489,0.412,2.2,5.3,0.876,0.8,0.9,235,6,5.4,0.394,2.1,0.53,13.3,0.455,6,0.882,5.1,4.5,139,18.7,0.016690341,0.0824,0.059800664,0.0652,0.075897436,0.0381,0.338088441
1322,2005,2007,2-Oct-81,Vanderbilt University,82,Matt Freije,F,240,1.8,0.224,0.4,0.34,0.293,1.3,4.3,0.714,0.2,0.3,42,3.2,4.3,0.355,1.5,0.51,11.7,0.448,5.2,0.786,4.7,3.7,121,15.6,0.002982955,0.0586,0.031893688,0.045333333,0.068333333,0.0224,0.229543309
1327,2006,2018,17-May-83,University of Arizona,83,Channing Frye,C-F,255,3.1,0.388,1.2,0.52,0.442,3.4,7.7,0.823,1,1.2,853,9,0.2,0.261,0,0.56,9.5,0.562,5.3,0.759,3.7,2.8,133,13.5,0.060582386,0.0884,0.089700997,0.069333333,0.065098039,0.0388,0.411914756
1336,2018,2018,29-May-98,University of Washington,76,Markelle Fultz,G,195,0.1,0,0,0.402,0.402,3.1,7.7,0.529,0.8,1.4,12,6.9,5,0.413,2.1,0.54,17.6,0.476,8.4,0.649,6.7,4.4,25,23.2,0.000852273,0.0804,0.068770764,0.0536,0.077948718,0,0.281571755
1337,1998,2005,15-Dec-70,"Indiana University, Ohio State University",81,Lawrence Funderburke,F,230,0.1,0.118,0,0.506,0.506,2.6,5.1,0.675,1.3,1.9,318,6.4,0.1,0.3,0,0.54,11.2,0.538,6,0.613,4,2.5,86,14.5,0.022585227,0.1012,0.063787375,0.067466667,0.070434783,0.0118,0.337274052
1344,1989,1995,1-Jun-65,"University of California, Los Angeles, Loyola Marymount University",75,Corey Gaines,G,195,0.6,0.229,0.1,0.449,0.424,1.2,2.7,0.736,0.7,0.9,80,3.1,2.7,0.506,1.4,0.63,5.7,0.504,2.9,0.68,2.8,1.9,109,8,0.005681818,0.0848,0.03089701,0.059866667,0.076923077,0.0229,0.281068572
1346,2004,2006,7-Jan-81,University of Louisville,78,Reece Gaines,G,205,0.4,0.269,0.1,0.348,0.324,0.7,2.1,0.606,0.3,0.5,71,1.7,4.7,0.383,1.8,0.54,11.2,0.452,5.1,0.75,4.9,3.6,125,15.6,0.005042614,0.0648,0.016943522,0.0464,0.076097561,0.0269,0.236183696
1347,2010,2012,18-Apr-86,University of Georgia,73,Sundiata Gaines,G,185,1.3,0.301,0.4,0.445,0.397,1.6,4.1,0.562,0.9,1.6,113,4.5,3.3,0.303,1,0.46,10,0.411,4.1,0.591,4.6,2.7,123,11.9,0.008025568,0.0794,0.044850498,0.059333333,0.078918919,0.0301,0.300628319
1352,2015,2018,9-Dec-91,Saint Joseph's University,74,Langston Galloway,G,200,3.6,0.361,1.3,0.472,0.388,3,7.7,0.782,0.9,1.1,257,8.1,6.1,0.426,2.6,0.55,11.3,0.438,4.9,0.821,3.1,2.5,133,15,0.018252841,0.0776,0.080730897,0.062933333,0.074,0.0361,0.349617071
1354,1988,1997,13-Nov-65,University of Iowa,77,Kevin Gamble,F-G,210,1,0.36,0.4,0.524,0.502,3.9,7.9,0.81,1.2,1.5,649,9.5,2.2,0.329,0.7,0.58,5.8,0.529,3,0.697,1.7,1.2,65,7.6,0.04609375,0.1004,0.094684385,0.069866667,0.073333333,0.036,0.420378135
1359,2006,2015,31-Dec-81,University of Louisville,79,Francisco Garcia,F-G,195,3,0.357,1.1,0.507,0.427,2.8,6.7,0.799,1.1,1.4,549,7.9,5,0.369,1.8,0.53,10.5,0.448,4.7,0.849,3.7,3.2,98,14.4,0.038991477,0.0854,0.078737542,0.0676,0.081025641,0.0357,0.38745466
1363,2008,2009,8-Feb-85,University of Missouri,77,Thomas Gardner,G,225,1.8,0.2,0.4,0.364,0.305,0.9,3,0.333,0.1,0.3,20,2.3,6,0.336,2,0.5,10.3,0.396,4.1,0.777,2.3,1.8,89,12,0.001420455,0.061,0.022923588,0.048533333,0.068444444,0.02,0.22232182
1366,2017,2017,17-May-93,George Washington University,78,Patricio Garino,G-F,210,1,0,0,0,0,0,1.4,,0,0,5,0,2.2,0.364,0.8,0.55,8.7,0.508,4.4,0.671,3.6,2.4,129,12,0.000355114,0,0,0,0.074285714,0,0.074640828
1371,1998,2001,2-Feb-75,University of Memphis,70,Chris Garner,G,156,0.5,0.19,0.1,0.299,0.28,0.7,2.3,0.615,0.2,0.3,46,1.6,1.9,0.262,0.5,0.47,6.3,0.428,2.7,0.559,1.7,1,123,6.9,0.003267045,0.056,0.015946844,0.039866667,0.08974359,0.019,0.223824146
1374,1999,1999,3-Jul-75,Santa Clara University,74,Marlon Garnett,G,186,1,0.261,0.3,0.353,0.294,0.6,2.1,0.75,0.6,0.8,24,2.1,5,0.398,2,0.55,9.3,0.443,4.1,0.787,3.1,2.4,106,12.7,0.001704545,0.0588,0.020930233,0.047066667,0.079569892,0.0261,0.234171337
1377,2013,2014,3-Nov-88,Iowa State University,76,Diante Garrett,G,190,1.2,0.351,0.4,0.435,0.373,1.3,3.5,0.682,0.2,0.2,90,3.2,2.6,0.297,0.8,0.44,9.7,0.407,3.9,0.729,2.7,2,128,10.7,0.006392045,0.0746,0.031893688,0.058,0.08,0.0351,0.285985733
1380,1989,1992,7-Jul-66,University of Rhode Island,74,Tom Garrick,G,185,0.2,0.083,0,0.471,0.469,2.2,4.6,0.775,1.1,1.4,251,5.4,1.8,0.444,0.8,0.51,10.3,0.474,4.9,0.784,3.8,2.9,120,13.1,0.017826705,0.0938,0.053820598,0.0628,0.08,0.0083,0.316547303
1382,1998,2000,24-Sep-74,University of Illinois at Urbana-Champaign,74,Kiwane Garris,G,183,0.5,0.333,0.2,0.353,0.32,0.8,2.4,0.76,0.6,0.8,31,2.3,4.5,0.363,1.6,0.48,12,0.411,4.9,0.83,6.4,5.3,116,16.8,0.002201705,0.064,0.022923588,0.047066667,0.080874317,0.0333,0.250366276
1383,1999,2008,23-Aug-76,University of Notre Dame,81,Pat Garrity,F,238,2.9,0.398,1.1,0.506,0.417,2.7,6.4,0.806,0.8,1,552,7.3,2.5,0.358,0.9,0.52,13.8,0.488,6.7,0.747,5.9,4.4,111,18.8,0.039204545,0.0834,0.072757475,0.067466667,0.068067227,0.0398,0.370695914
1390,2007,2018,17-Aug-86,University of Connecticut,80,Rudy Gay,F,230,3,0.344,1,0.487,0.453,6.8,15,0.794,3.3,4.2,808,17.9,2.3,0.378,0.9,0.5,10.8,0.461,5,0.721,3.8,2.8,64,13.6,0.057386364,0.0906,0.178405316,0.064933333,0.069565217,0.0344,0.49529023
1392,1994,1999,24-Jul-65,Seton Hall University,79,Andrew Gaze,G,205,0.9,0.375,0.3,0.488,0.381,0.6,1.6,1,0.1,0.1,26,1.7,5.8,0.425,2.5,0.65,8.8,0.509,4.5,0.726,3,2.2,38,13.6,0.001846591,0.0762,0.016943522,0.065066667,0.077073171,0.0375,0.27462995
1393,2017,2017,5-Jun-92,"Duke University, Syracuse University",79,Michael Gbinije,G,200,0.4,0,0,0.1,0.1,0.1,1.1,1,0.2,0.2,9,0.4,3.4,0.387,1.3,0.54,7.5,0.454,3.4,0.639,2.6,1.7,120,9.8,0.000639205,0.02,0.003986711,0.013333333,0.079,0,0.116959249
1394,1997,1998,31-Aug-73,University of Arizona,74,Reggie Geary,G,187,0.6,0.328,0.2,0.388,0.344,0.8,2.2,0.493,0.3,0.7,101,2.1,2.6,0.347,0.9,0.52,5.7,0.432,2.5,0.589,2,1.2,127,7,0.007173295,0.0688,0.020930233,0.051733333,0.079144385,0.0328,0.260581246
1395,2010,2017,29-May-87,University of Alabama,78,Alonzo Gee,G,225,1.4,0.325,0.4,0.474,0.434,2.4,5.5,0.754,1.4,1.8,417,6.6,2.8,0.325,0.9,0.5,10.4,0.447,4.7,0.632,4,2.5,128,12.7,0.029616477,0.0868,0.065780731,0.0632,0.069333333,0.0325,0.347230542
1396,1993,2002,10-Sep-69,"Auburn University, Georgia Institute of Technology",85,Matt Geiger,C,243,0.1,0.232,0,0.501,0.499,3.7,7.4,0.728,1.7,2.4,552,9.2,0.1,0,0,0.54,8.3,0.545,4.5,0.687,3.3,2.3,120,11.4,0.039204545,0.0998,0.091694352,0.0668,0.069958848,0.0232,0.390657745
1400,2011,2018,2-May-90,"California State University, Fresno",81,Paul George,F,220,5.7,0.375,2.1,0.505,0.432,6.3,14.7,0.845,3.7,4.4,525,18.6,4.9,0.396,1.9,0.53,11.4,0.447,5.1,0.803,4.2,3.4,63,15.5,0.037286932,0.0864,0.18538206,0.067333333,0.073636364,0.0375,0.487538689
1401,1991,1995,29-May-68,University of Connecticut,77,Tate George,G,190,0.1,0.071,0,0.415,0.414,1.7,4.1,0.82,0.8,1,177,4.2,0.9,0.322,0.3,0.47,7.7,0.448,3.5,0.773,3.3,2.5,128,9.7,0.012571023,0.0828,0.041860465,0.055333333,0.081052632,0.0071,0.280717453
1402,2017,2018,28-Mar-94,Georgia Institute of Technology,77,Marcus Georges-Hunt,G,216,0.3,0.25,0.1,0.444,0.407,0.5,1.2,0.71,0.5,0.7,46,1.5,2.9,0.329,0.9,0.48,10.1,0.433,4.4,0.749,4.8,3.6,130,13.3,0.003267045,0.0814,0.014950166,0.0592,0.071296296,0.025,0.255113508
1409,2007,2013,27-Feb-86,University of Texas at Austin,74,Daniel Gibson,G,190,3.6,0.407,1.5,0.512,0.402,2.7,6.7,0.78,1,1.3,397,7.8,6.6,0.387,2.6,0.53,10.5,0.411,4.3,0.741,3.4,2.5,68,13.8,0.028196023,0.0804,0.077740864,0.068266667,0.077894737,0.0407,0.37319829
1412,2017,2018,8-Nov-87,New Mexico State University,74,Jonathan Gibson,G,185,2.7,0.353,0.9,0.466,0.379,2.1,5.4,0.724,1.1,1.5,19,6.2,5,0.398,2,0.54,9.3,0.436,4,0.758,2.2,1.7,131,11.8,0.001349432,0.0758,0.06179402,0.062133333,0.08,0.0353,0.316376785
1416,2009,2010,13-Feb-85,"University of Kansas, University of New Mexico",77,J.R. Giddens,G,215,0.3,0,0,0.476,0.476,0.8,1.7,0.565,0.3,0.6,38,1.9,4.8,0.35,1.7,0.55,10.9,0.464,5.1,0.602,2.5,1.5,122,13.3,0.002698864,0.0952,0.018936877,0.063466667,0.071627907,0,0.251930314
1418,2001,2009,16-Aug-78,Weber State University,73,Eddie Gill,G,190,1.1,0.32,0.3,0.424,0.361,1,2.7,0.847,0.8,0.9,187,3.1,5.7,0.391,2.2,0.51,10.8,0.41,4.4,0.866,4.7,4,61,15.1,0.01328125,0.0722,0.03089701,0.056533333,0.076842105,0.032,0.281753699
1419,1991,2005,25-May-68,University of Illinois at Urbana-Champaign,77,Kendall Gill,G,195,1.1,0.3,0.3,0.448,0.434,5.2,12.1,0.754,2.5,3.4,966,13.4,1.9,0.374,0.7,0.54,8.9,0.501,4.5,0.755,3.2,2.4,117,12,0.068607955,0.0868,0.133554817,0.059733333,0.078974359,0.03,0.457670464
1433,1991,1996,12-Nov-67,"Delta State University, University of Mississippi",77,Gerald Glass,G-F,221,0.5,0.236,0.1,0.442,0.433,3.4,7.9,0.643,0.8,1.2,201,7.7,3.9,0.377,1.5,0.55,19.9,0.511,10.2,0.736,5.8,4.3,60,26.1,0.014275568,0.0866,0.076744186,0.058933333,0.069683258,0.0236,0.329836345
1438,2000,2005,22-Oct-78,Georgia Institute of Technology,77,Dion Glover,G,228,1.6,0.317,0.5,0.445,0.411,3.1,7.6,0.756,1.5,1.9,294,8.2,5,0.271,1.4,0.49,15.2,0.441,6.7,0.64,5.6,3.6,33,18.4,0.020880682,0.0822,0.081727575,0.059333333,0.06754386,0.0317,0.34338545
1445,1996,2006,6-Sep-71,University of Houston,73,Anthony Goldwire,G,182,2,0.386,0.8,0.479,0.407,2.2,5.4,0.792,1.1,1.4,266,6.3,3.7,0.294,1.1,0.47,11.9,0.417,5,0.796,5.8,4.6,57,15.6,0.018892045,0.0814,0.062790698,0.063866667,0.08021978,0.0386,0.34576919
1446,2006,2014,1-Sep-82,Providence College,79,Ryan Gomes,F,250,2,0.349,0.7,0.484,0.445,3.9,8.7,0.799,1.7,2.1,487,10.1,2,0.352,0.7,0.55,13,0.519,6.8,0.789,5.3,4.2,116,18.4,0.034588068,0.089,0.100664452,0.064533333,0.0632,0.0349,0.386885853
1449,2003,2016,24-Sep-81,University of Kansas,82,Drew Gooden,F,250,0.4,0.257,0.1,0.468,0.462,4.3,9.4,0.76,2.2,2.8,790,11,0.6,0.306,0.2,0.5,12.3,0.493,6.1,0.698,4.7,3.3,98,15.6,0.056107955,0.0924,0.109634551,0.0624,0.0656,0.0257,0.411842506
1451,2001,2002,18-Mar-76,Princeton University,82,Steve Goodrich,F,220,0.1,0.333,0,0.339,0.321,0.4,1.3,0.556,0.2,0.4,21,1.1,1.4,0.388,0.6,0.63,7.1,0.588,4.2,0.695,2.6,1.8,112,10.8,0.001491477,0.0642,0.010963455,0.0452,0.074545455,0.0333,0.229700387
1452,2014,2017,17-Aug-94,University of Kentucky,77,Archie Goodwin,G,200,1.2,0.236,0.3,0.455,0.429,2.2,5.2,0.7,1.6,2.3,165,6.3,1.9,0.266,0.5,0.47,10.8,0.44,4.8,0.637,6.4,4.1,33,14.1,0.01171875,0.0858,0.062790698,0.060666667,0.077,0.0236,0.321576114
1454,2015,2018,16-Sep-95,University of Arizona,81,Aaron Gordon,F,220,3,0.308,0.9,0.5,0.451,4.3,9.6,0.699,1.9,2.7,261,11.4,1.2,0.356,0.4,0.51,10.1,0.495,5,0.422,4.7,2,38,12.4,0.018536932,0.0902,0.113621262,0.066666667,0.073636364,0.0308,0.393461225
1455,2005,2015,4-Apr-83,University of Connecticut,75,Ben Gordon,G,200,3.9,0.401,1.6,0.497,0.432,5.3,12.2,0.857,2.8,3.2,744,14.9,5.5,0.423,2.3,0.53,12.7,0.44,5.6,0.795,4.4,3.5,106,16.9,0.052840909,0.0864,0.148504983,0.066266667,0.075,0.0401,0.469112559
1457,2009,2018,25-Dec-88,Indiana University,76,Eric Gordon,G,215,5.9,0.377,2.2,0.514,0.431,5.7,13.2,0.816,3.2,3.9,560,16.8,6.5,0.337,2.2,0.52,13.3,0.433,5.8,0.834,8.7,7.2,32,20.9,0.039772727,0.0862,0.16744186,0.068533333,0.070697674,0.0377,0.470345595
1462,2012,2016,7-Dec-88,College of Charleston,75,Andrew Goudelock,G,200,1.7,0.345,0.6,0.467,0.393,1.6,4,0.875,0.3,0.3,49,4,6.8,0.413,2.8,0.55,14.9,0.457,6.8,0.838,2.2,1.9,140,18.4,0.003480114,0.0786,0.03986711,0.062266667,0.075,0.0345,0.29371389
1468,1994,1998,26-Nov-70,Indiana University,76,Greg Graham,G,174,0.8,0.29,0.2,0.437,0.407,1.6,3.9,0.775,1.1,1.4,207,4.5,1.9,0.439,0.8,0.56,7.5,0.514,3.8,0.766,4.6,3.5,132,12,0.014701705,0.0814,0.044850498,0.058266667,0.087356322,0.029,0.315575191
1469,2006,2011,11-Jun-82,"University of Central Florida, Oklahoma State University",79,Joey Graham,F,225,0.5,0.3,0.1,0.498,0.483,2.3,4.7,0.815,1.2,1.5,377,5.9,1.5,0.378,0.6,0.57,8.8,0.527,4.7,0.809,3.9,3.1,128,13,0.026775568,0.0966,0.058803987,0.0664,0.070222222,0.03,0.348801777
